"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x68740712","x1426813150653997058",2021-08-15 07:48:58,"sanchezcastejon","Atento también a la situación del #IFAzuébar, en Castellón.

Mi solidaridad con los vecinos y vecinas desalojados. Imagino su dolor y preocupación. E inmenso agradecimiento a las #BRIF, @UMEgob, Protección Civil y a todos los servicios de emergencias que luchan contra el fuego.","Twitter for Android",278,"x1426632774442700813","x68740712","sanchezcastejon",FALSE,FALSE,565,191,,,"IFAzuébar BRIF",,,,,,,,,,,,,"x501617939","UMEgob","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sanchezcastejon/status/1426813150653997058","Pedro Sánchez","","Presidente del Gobierno de #España. Padre. Secretario Gral del @PSOE. Trabajamos por instituciones dignas, la igualdad y la justicia.","https://t.co/h8b36qazCM",FALSE,1583976,6036,6282,29936,4718,2009-08-25 16:45:56,TRUE,"https://t.co/h8b36qazCM","http://www.lamoncloa.gob.es",,"https://pbs.twimg.com/profile_banners/68740712/1625559802","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1410119631042486272/JZNEGJcl_normal.jpg"
"x68740712","x1426632774442700813",2021-08-14 19:52:13,"sanchezcastejon","Pendientes de la evolución en las próximas horas del fuego que está arrasando parajes naturales como los de El Raso, Navalacruz y Cepeda la Mora, en Ávila. Gracias a los servicios de emergencias y la @UMEgob.

Seamos responsables y prudentes ante el elevado riesgo de incendios.","Twitter for Android",278,,,,FALSE,FALSE,1367,381,,,,,,,,,,,,,,,,"x501617939","UMEgob","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sanchezcastejon/status/1426632774442700813","Pedro Sánchez","","Presidente del Gobierno de #España. Padre. Secretario Gral del @PSOE. Trabajamos por instituciones dignas, la igualdad y la justicia.","https://t.co/h8b36qazCM",FALSE,1583976,6036,6282,29936,4718,2009-08-25 16:45:56,TRUE,"https://t.co/h8b36qazCM","http://www.lamoncloa.gob.es",,"https://pbs.twimg.com/profile_banners/68740712/1625559802","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1410119631042486272/JZNEGJcl_normal.jpg"
"x68740712","x1426579289542209540",2021-08-14 16:19:41,"sanchezcastejon","Mi solidaridad y la de todo el pueblo español con Haití por el grave terremoto que ha sufrido en el día de hoy, que ha dejado víctimas y heridos así como fuertes daños materiales en el país. Contáis con el apoyo de España para salir adelante tras este terrible suceso. https://t.co/579x11H5xu","Twitter for Android",268,,,,TRUE,FALSE,1492,408,,,,,"twitter.com/CNNEE/status/1…","https://t.co/579x11H5xu","https://twitter.com/CNNEE/status/1426546014945697795",,,,,,,,,,,"es","x1426546014945697795","Terremoto en Haití: se esperan muchas víctimas y que el desastre sea generalizado. Sigue aquí MINUTO A MINUTO las últimas noticias: 
https://t.co/iyjGOJbvsx",2021-08-14 14:07:28,"SocialFlow",1097,659,"x33884545","CNNEE","CNN en Español",20029653,587,337377,"En todas partes","CNN en Español es tu principal fuente de información y breaking news. Cubrimos las noticias de América Latina y el resto del mundo. Vive la noticia.",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sanchezcastejon/status/1426579289542209540","Pedro Sánchez","","Presidente del Gobierno de #España. Padre. Secretario Gral del @PSOE. Trabajamos por instituciones dignas, la igualdad y la justicia.","https://t.co/h8b36qazCM",FALSE,1583976,6036,6282,29936,4718,2009-08-25 16:45:56,TRUE,"https://t.co/h8b36qazCM","http://www.lamoncloa.gob.es",,"https://pbs.twimg.com/profile_banners/68740712/1625559802","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1410119631042486272/JZNEGJcl_normal.jpg"
"x68740712","x1426204266306342915",2021-08-13 15:29:29,"sanchezcastejon","Hoy se confirma el asesinato machista de una mujer de 30 años en Barcelona. Debemos seguir trabajando, desde todas las instituciones y con el apoyo de toda la sociedad, para parar la #ViolenciaDeGénero. No permitiremos ni un paso atrás. 

Mi cariño a su familia y seres queridos. https://t.co/2SVpIumme1","Twitter for Android",279,,,,TRUE,FALSE,706,283,,,"ViolenciaDeGénero",,"twitter.com/DelGobVG/statu…","https://t.co/2SVpIumme1","https://twitter.com/DelGobVG/status/1426199900925177860",,,,,,,,,,,"es","x1426199900925177860","<U+203C><U+FE0F> Confirmamos el asesinato de una mujer de 30 años en la provincia de Barcelona el pasado 30 de julio por presunta #ViolenciaDeGénero.

<U+0001F534> El número de mujeres asesinadas por violencia de género en España asciende a 32 en 2021 y a 1.110 desde 2003.

#NosQueremosVivas
#NiUnaMenos",2021-08-13 15:12:08,"Twitter Web App",313,336,"x926000832486805505","DelGobVG","Delegación del Gob. contra la Violencia de Género",37542,358,2522,"Alcalá 37","Cuenta oficial de la Delegación del Gobierno contra la Violencia de Género, de @IgualdadGob. Gobierno de España.",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sanchezcastejon/status/1426204266306342915","Pedro Sánchez","","Presidente del Gobierno de #España. Padre. Secretario Gral del @PSOE. Trabajamos por instituciones dignas, la igualdad y la justicia.","https://t.co/h8b36qazCM",FALSE,1583976,6036,6282,29936,4718,2009-08-25 16:45:56,TRUE,"https://t.co/h8b36qazCM","http://www.lamoncloa.gob.es",,"https://pbs.twimg.com/profile_banners/68740712/1625559802","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1410119631042486272/JZNEGJcl_normal.jpg"
"x68740712","x1426134410794086403",2021-08-13 10:51:54,"sanchezcastejon","La vacunación en España avanza imparable gracias al trabajo de los profesionales sanitarios. Más de 29M de personas tienen la pauta completa y nos situamos como el primer país del mundo con el mayor porcentaje de población con una o dos dosis. ¡Seguimos!
https://t.co/uL1L0Uq8vd https://t.co/SR4pBgM3MI","Twitter Web App",278,,,,FALSE,FALSE,5655,1377,,,,,"ourworldindata.org/covid-vaccinat…","https://t.co/uL1L0Uq8vd","https://ourworldindata.org/covid-vaccinations","http://pbs.twimg.com/media/E8qlmhvWUAY44Zg.jpg","https://t.co/SR4pBgM3MI","https://twitter.com/sanchezcastejon/status/1426134410794086403/photo/1","photo","http://pbs.twimg.com/media/E8qlmhvWUAY44Zg.jpg","https://t.co/SR4pBgM3MI","https://twitter.com/sanchezcastejon/status/1426134410794086403/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sanchezcastejon/status/1426134410794086403","Pedro Sánchez","","Presidente del Gobierno de #España. Padre. Secretario Gral del @PSOE. Trabajamos por instituciones dignas, la igualdad y la justicia.","https://t.co/h8b36qazCM",FALSE,1583976,6036,6282,29936,4718,2009-08-25 16:45:56,TRUE,"https://t.co/h8b36qazCM","http://www.lamoncloa.gob.es",,"https://pbs.twimg.com/profile_banners/68740712/1625559802","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1410119631042486272/JZNEGJcl_normal.jpg"
"x68740712","x1425731335310749701",2021-08-12 08:10:13,"sanchezcastejon","En el #DíaInternacionalDeLaJuventud reafirmamos nuestro compromiso con las y los jóvenes. Seguiremos escuchando sus demandas e impulsando formación y empleo de calidad. Para garantizarles un presente y un futuro estable, con oportunidades, y que puedan iniciar su proyecto de vida https://t.co/sFaz6DCrww","Twitter Web App",280,,,,FALSE,FALSE,942,368,,,"DíaInternacionalDeLaJuventud",,,,,"http://pbs.twimg.com/media/E8k2qx0WQAAlHgR.jpg","https://t.co/sFaz6DCrww","https://twitter.com/sanchezcastejon/status/1425731335310749701/photo/1","photo","http://pbs.twimg.com/media/E8k2qx0WQAAlHgR.jpg","https://t.co/sFaz6DCrww","https://twitter.com/sanchezcastejon/status/1425731335310749701/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sanchezcastejon/status/1425731335310749701","Pedro Sánchez","","Presidente del Gobierno de #España. Padre. Secretario Gral del @PSOE. Trabajamos por instituciones dignas, la igualdad y la justicia.","https://t.co/h8b36qazCM",FALSE,1583976,6036,6282,29936,4718,2009-08-25 16:45:56,TRUE,"https://t.co/h8b36qazCM","http://www.lamoncloa.gob.es",,"https://pbs.twimg.com/profile_banners/68740712/1625559802","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1410119631042486272/JZNEGJcl_normal.jpg"
"x68740712","x1425433818593316877",2021-08-11 12:28:00,"sanchezcastejon","La reapertura de la Casa Museo José Saramago es una gran noticia. Estos espacios sirven de inspiración para la sociedad. Además, en noviembre se celebrará la conmemoración del centenario del escritor. La vuelta de la actividad cultural es clave en la recuperación de la normalidad https://t.co/6Kye9Ctkv7","Twitter Media Studio",280,,,,FALSE,FALSE,608,203,,,,,,,,"http://pbs.twimg.com/media/E8glaH1WYAwZ9Yd.jpg","https://t.co/6Kye9Ctkv7","https://twitter.com/sanchezcastejon/status/1425433818593316877/video/1","photo","http://pbs.twimg.com/media/E8glaH1WYAwZ9Yd.jpg","https://t.co/6Kye9Ctkv7","https://twitter.com/sanchezcastejon/status/1425433818593316877/video/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sanchezcastejon/status/1425433818593316877","Pedro Sánchez","","Presidente del Gobierno de #España. Padre. Secretario Gral del @PSOE. Trabajamos por instituciones dignas, la igualdad y la justicia.","https://t.co/h8b36qazCM",FALSE,1583976,6036,6282,29936,4718,2009-08-25 16:45:56,TRUE,"https://t.co/h8b36qazCM","http://www.lamoncloa.gob.es",,"https://pbs.twimg.com/profile_banners/68740712/1625559802","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1410119631042486272/JZNEGJcl_normal.jpg"
"x68740712","x1425432034529452036",2021-08-11 12:20:54,"sanchezcastejon","La protección del medio ambiente y la lucha contra el cambio climático son una prioridad para mi Ejecutivo. El informe de @UN nos alerta de la grave situación y no podemos ser ajenos a ella. Debemos actuar. Nuestro presente ha de ser sostenible para que el planeta tenga futuro. https://t.co/pskTVTMDt1","Twitter Media Studio",278,,,,FALSE,FALSE,1029,358,,,,,,,,"http://pbs.twimg.com/media/E8gmPxpWQAAqDwu.jpg","https://t.co/pskTVTMDt1","https://twitter.com/sanchezcastejon/status/1425432034529452036/video/1","photo","http://pbs.twimg.com/media/E8gmPxpWQAAqDwu.jpg","https://t.co/pskTVTMDt1","https://twitter.com/sanchezcastejon/status/1425432034529452036/video/1",,"x14159148","UN","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sanchezcastejon/status/1425432034529452036","Pedro Sánchez","","Presidente del Gobierno de #España. Padre. Secretario Gral del @PSOE. Trabajamos por instituciones dignas, la igualdad y la justicia.","https://t.co/h8b36qazCM",FALSE,1583976,6036,6282,29936,4718,2009-08-25 16:45:56,TRUE,"https://t.co/h8b36qazCM","http://www.lamoncloa.gob.es",,"https://pbs.twimg.com/profile_banners/68740712/1625559802","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1410119631042486272/JZNEGJcl_normal.jpg"
"x68740712","x1425426830224470033",2021-08-11 12:00:14,"sanchezcastejon","Hoy damos un gran paso en la lucha contra la pandemia. La @AEMPSGOB  ha autorizado el primer ensayo clínico en humanos de una vacuna española contra el #COVID19. Se trata de la vacuna de HIPRA, que ha contado también con la colaboración del Gobierno para avanzar en el proyecto. https://t.co/UFBb1FErFj","Twitter Media Studio",278,,,,FALSE,FALSE,1275,499,,,"COVID19",,,,,"http://pbs.twimg.com/media/E8ghTqGXoAQujFl.jpg","https://t.co/UFBb1FErFj","https://twitter.com/sanchezcastejon/status/1425426830224470033/video/1","photo","http://pbs.twimg.com/media/E8ghTqGXoAQujFl.jpg","https://t.co/UFBb1FErFj","https://twitter.com/sanchezcastejon/status/1425426830224470033/video/1",,"x326845755","AEMPSGOB","es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sanchezcastejon/status/1425426830224470033","Pedro Sánchez","","Presidente del Gobierno de #España. Padre. Secretario Gral del @PSOE. Trabajamos por instituciones dignas, la igualdad y la justicia.","https://t.co/h8b36qazCM",FALSE,1583976,6036,6282,29936,4718,2009-08-25 16:45:56,TRUE,"https://t.co/h8b36qazCM","http://www.lamoncloa.gob.es",,"https://pbs.twimg.com/profile_banners/68740712/1625559802","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1410119631042486272/JZNEGJcl_normal.jpg"
"x68740712","x1425385517546418176",2021-08-11 09:16:04,"sanchezcastejon","Una mujer ha sido asesinada en Sevilla por su pareja. En las últimas semanas, la #ViolenciaDeGénero nos golpea con más fuerza. No podemos permitirlo. Sigamos trabajando en educación y prevención para acabar con todo tipo de violencia contra las mujeres. 

Mi cariño a su familia. https://t.co/0WjRN9zZo1","Twitter Web App",279,,,,TRUE,FALSE,625,255,,,"ViolenciaDeGénero",,"twitter.com/DelGobVG/statu…","https://t.co/0WjRN9zZo1","https://twitter.com/DelGobVG/status/1425366389846642689",,,,,,,,,,,"es","x1425366389846642689","<U+203C><U+FE0F> Confirmamos el asesinato de una mujer de 60 años en la provincia de Sevilla ayer 10 de agosto por presunta #ViolenciaDeGénero.

<U+0001F534> El número de mujeres asesinadas por violencia de género en España asciende a 31 en 2021 y a 1.109 desde 2003.

#NosQueremosVivas
#NiUnaMenos",2021-08-11 08:00:04,"Twitter Web App",503,485,"x926000832486805505","DelGobVG","Delegación del Gob. contra la Violencia de Género",37542,358,2522,"Alcalá 37","Cuenta oficial de la Delegación del Gobierno contra la Violencia de Género, de @IgualdadGob. Gobierno de España.",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sanchezcastejon/status/1425385517546418176","Pedro Sánchez","","Presidente del Gobierno de #España. Padre. Secretario Gral del @PSOE. Trabajamos por instituciones dignas, la igualdad y la justicia.","https://t.co/h8b36qazCM",FALSE,1583976,6036,6282,29936,4718,2009-08-25 16:45:56,TRUE,"https://t.co/h8b36qazCM","http://www.lamoncloa.gob.es",,"https://pbs.twimg.com/profile_banners/68740712/1625559802","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1410119631042486272/JZNEGJcl_normal.jpg"
